Folio,Fecha,Ubicacion,Colonia,Hora,Tipo,COORDENADAS,Comentarios
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665657"" target=""_blank"">44665657</a>",19/04/2021,;HOSPITAL DE TRAUMATOLOGÍA Y ORTOPEDIA RAFAEL MORENO VALLE,LA CANDELARIA/PUEBLA/PUEBLA,09:20:18,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.086916562291382, -98.19867754430412","MUNICIPIO:  HUEJOTZINGO, ASUNTO: INGRESO DE UNIDAD, UBICACIÓN: HOSPITAL DE TRAUMATOLOGÍA Y ORTOPEDIA, RAFAEL MORENO VALLE, UNIDAD  639 A CARGO DE JOSÉ ANDREY MORALES MAS, TRES PORTAN UNA 9 MM Y UNA 2.23, CIVILES:  00, ASUNTO  A DEJAR PERSONA, INFORMA:  CABINERA EN TURNO FRANCISCO NORIEGA, SE DA CONOCIMIENTO A UNIDADES DE PMPUE"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665695"" target=""_blank"">44665695</a>",19/04/2021,;CALLE EUCALIPTO NO. 5041 ENTRE CALLE FRAMBUESO Y CALLE DURAZNO,BOSQUES DE MANZANILLA/PUEBLA/PUEBLA,09:25:48,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.06452579462383, -98.14977426150475","[CELL], PETICIONARIO ELEMENTO DEL DEPARTAMENTO DE CONTROL, ANIMAL ACUDE AL DOMICILIO A REALIZAR UNA VISITA, DE VERIFICACION POR MALTRATO ANIMAL, REQUIERE UNIDAD DE POLICIA PARA GUARDAR EL ORDEN, PUBLICO, PETICIONARIO MAS 3 LEMENTOS MAS , EN UNA PICK UP, Y UNA CAMIONETA TIPO URBAN, SE ENCUENTRA CORREDOR 6, INFORMA UNIDAD DE CORREDORES 6, REALIZA EL APOYO, EN EL LUGAR, SE ENTREVISTA CON EL ABOGADO, FILIBERTO SALAS, DE PROTECCION ANIMAL, EL, DOMICILIO ESTA DESHABITADO POR LO QUE SE DEJA UN, OFICIO PEGADO EN LA PUERTA DEL MISMO, DONDE SE, INDICA QUE DEBEN REALIZAR ENTREGA DEL PERRITO. EL, ABOGADO DE RETIRA ASI COMO LOS OFICIALES, DEJANDO, EL LUGAR SIN NOVEDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665708"" target=""_blank"">44665708</a>",19/04/2021,; CALLE LAS TORRRES LT 2 MZA 3 ESQ BLVD XONACATEPEC,JARDINES DE SAN JOSE/PUEBLA/PUEBLA,09:28:26,RUIDO EXCESIVO,"19.075737365877433, -98.11342027038849","DEJA LLAMADA 089, REPORTA QUE SU VECINO ESTA CONSTRUYENDO Y HACE, MUCHO RUIDO AL GOLPEAR CON UN MARRO EL MURO, TEL CEL, OK, UNIDAD JA-016 A BORDO DÍAZ MARTÍNEZ MARICELA Y, MORENO GONZÁLEZ BENJAMÍN. AL LUGAR, 2DA LLAMADA MISMO NUMERO PREGUNTA POR LA UNIDAD, PORQUE EL RUIDO ES MAS FUERTE, SE ENCUENTRA SIN NOVEDAD EL LUGAR SE ENVÍA, EVIDENCIA. UNICO DATO QUE PROPORCIONA ELEMENTO DE, FORTALEZ CABINA ZONA 3, NO HAY NINGÚN RUIDO EN EL LUGAR, SE LE RETORNA LA, LLAMADA A PET INDICANDO OCUPADO O DESCOLGADO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665745"" target=""_blank"">44665745</a>",19/04/2021,;CALLE CORRALEJO NUM 88 ESQ CALLE 2 Y CALLE 1,FRACC HACIENDA LOS CAPULINES 2/PUEBLA/PUEBLA,09:35:13,VIOLENCIA FAMILIAR,"19.009782036451412, -98.1902437884871","[CELL], PET REPORTA QUE SU PAREJA ( UNION LIBRE) LE QUITO, A SU BEBÈ, POR UNA DISCUSION Y LLEVFA 10 DÌAS SIN  PODER, VERLO, RECHAZA TRANS A LA EXT 10130 SOLO REQUIERE APOYO, DE POLICIA EN EL LUGAR, TEL CEL OK, UNIDAD SSC-030 A BORDO LUNA MEZA ERIKA Y CAMACHO, VÁZQUEZ JORGE ANTONIO. AL LUGAR, //, ENTERADA TELMUJER, SSC-030 LA UNIDAD SE ENTREVISTA CON REBECA ISELA, MOLINA DE 29 AÑOS CON NUMERAL 2229624548 REFIERE, QUE SU PAREJA DESDE HACE 10 DÍAS SUSTRAJO A SU, MENOR DE 2 AÑOS, POR LO QUE LA UNIDAD PE-1001, COMO PRIMER RESPONDIENTE LA TRASLADA A LA, FISCALÍA PARA SU DENUNCIA CORRESPONDIENTE, UNIDAD SSC CONTINUA SU RECORRIDO, INFORMA LA UNIDAD PE- 1009 QUE SE ENTREVISTA CON, REBECA ISELA MOLINA MERINO CON NÚMERO TELEFÓNICO, 2229624548 LA CUAL REFIERE QUE HACE 10 DÍAS SE, SEPARÓ DE SU PAREJA SENTIMENTAL EL C. MANUEL, VIVANCO PEREZ, MISMO QUE AL DISCUTIR CON LA, PETICIONARIA DE LLEVA A SU MENOR HIJO SEBASTIÁN, MOLINA VIVANCO DE 2 AÑOS DEL DOMICILIO DE LA, PETICIONARIA, ES POR ELLO QUE ELLA LEVANTA UNA, DEMANDA POR EXTRACCIÓN DE MENOR, AL TRANSCURRIR, ESTOS DÍAS ELLA TRATA DE COMUNICARSE CON EL, MASCULINO SIENDO EL DÍA DE HOY QUE LE RESPONDE LA, LLAMADA Y LE MENSIONA QUE EL YA TIENE LA PATRIA, POTESTAD DEL MENOR Y LA AMENAZA CON DEMANDARÁ A, ELLA SI INTENTA HACER ALGO EN CONTRA DEL, MASCULINO, ES POR ELLO QUE LLAMA AL NÚMERO DE, EMERGENCIAS 911 PARA PEDIR APOYO CON UNA UNIDAD, OFICIAL YA QUE YA SABE DONDE SE ENCUENTRA EL, MENOR, MISMO QUE NOS MENSIONA 2 DIRECCIÓNES, DIFERENTES ES POR ELLO QUE SE LE DA, PROCEDIMIENTOS LEGALES Y SE LE APOYA EN TRASLADO, A LA 10 PONIENTE #410 PARA PODER SEGUIR CON SU, DEMANDA. 10:42 HORAS ARRIBAMOS AL FISCALIA, GENERAL DEL ESTADO ESPECIALIZADA EN DELITOS, CONTRA LA MUJER. DEJANDO A LA PETICIONARIA EN EL, LUGAR PARA SU PROCEDIMIENTO LEGAL A SEGUIR. POR, LO QUE NOS RETIRAMOS DEL LUGAR., //, TELMUJER ASESORÓ EN EL FOLIO 44665603, SE CIERRA  INCIDENTE CON INFORMACIÓN DE POLICÍA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665759"" target=""_blank"">44665759</a>",19/04/2021,;REFORMA BANCO SANTANDER,PUEBLA CENTRO/PUEBLA/PUEBLA,09:38:48,APOYO A CUENTAHABIENTE,"19.0466590068419, -98.20103657499575","SOLICITA APOYO A CUENTAHABIENTE, SE DA CONOCIMIENTO A OMEGA CH, VIA CANAL DE, MANDOS, UNIDAD VP-H05 ABORDO POL GONZALEZ GOMEZ GENARO Y, POL. FLORES SANCHEZ PEDRO CESAR, UNIDAD VP-H05 ABORDO POL GONZALEZ GOMEZ GENARO Y, POL. FLORES SANCHEZ PEDRO CESAR CON ESTA HORA, INICIA CON EL ACOMPAÑAMIENTO TERMINANDO ME PASA, LOS DATOS, UNIDAD VP-H05 ABORDO POL GONZALEZ GOMEZ GENARO Y, POL. FLORES SANCHEZ PEDRO CESAR INFORMA LA UNIDAD, QUE SE REALIZO EL ACOMPAÑAMIENTO BANCARIO AL C., JHONATAN JOSUE ABRAJAN MANUEL CON NUMERO, TELEFONICO 2224478481 CON DIRECCION 34 NORTE #211, COL. SANTA BARBARA CON ESTA HORA FINALIZA EL, ACOMPAÑAMIENTO BANCARIO EL LUGAR ESTA SIN, ALTERACION Y SIN NOVEDAD LA UNIDAD CONTINUA CON, SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665764"" target=""_blank"">44665764</a>",19/04/2021,; 43 PTE Y 5 SUR,GABRIEL PASTOR 1RA SECC/PUEBLA/PUEBLA,09:39:16,OTROS TIPOS DE ALTERACION AL ORDEN PUBLICO,"19.029774692183782, -98.21141553081405","[CELL], PET REPORTA QUE HAY AGLOMERCION DE GENTE Y LAS, PERSONAS QUE ATIENDEN NO USAN CUBREBOCAS, SOLICITA LES HAGAN LA RECOMENDACION, TEL CEL OK, UNIDAD VP-520 ABORDO LOS ELEMENTOS POL.- ROBERTO, CESARIO  HERMENEGILDO / ALEJANDRA MORAL RAMOS EN, EL LUGAR INDICA QUE ES NEGATIVO DE ALGUN, PETICIONARIO, ASI MISMO EN LA ESTETICA DE NOMBRE, YUKO ES NEGATIVO DE AGLOMERACION DE GENTE PERO SE, HACE LA RECOMENDACION / SE REGRESA LA LLAMADA A, PETICIONARIO QUIEN REFIERE QUE YA NO ESTA EN EL, LUGAR, SE MONITOREO CON CAMARA CERCANA AL LUGAR"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665797"" target=""_blank"">44665797</a>",19/04/2021,;CALLE ROSARIO CASTELLANOS MANZAN 5 LOTE 1,VISTA DEL VALLE/PUEBLA/PUEBLA,09:44:16,PERSONA NO LOCALIZADA,"19.11115414434934, -98.22609713787125","PET REPORTA QUE SALIO DE SU DOMICILIO APROX 20:00, Y SE DIRIGIA A COMPRAR UNAS COSAS CERCA DEL AREA, Y NO LLEGO, PET MENCIONA QUE YA TRATO DE LOCALIZARLO CON, FAMILIRES Y AMIGOS NADIE DA RESPUESTA Y NO TIENE, CELULAR, SE CANALIZA  LLAMADA A LOCATEL, TEL CEL OK, UNIDAD JA-010-POL. ROSALES MARTINEZ DAVID-POL., VELAZCO GOMEZ HUGO+, SE ALERTA A TODO EL PERSONAL PARA APOYAR A EN LA, BUSQUEDA-LOCALIZACION DE PERSONA VESTIDA DE, PLAYERA COLOR NEGRO, PANTALON CORTO TIPO  BERMUDA, CAFE  Y  CALZADO TENIS AZUL MARINO, POR PARTE DE TORRE SE LE REGRESA LLAMADA A, PETICIONARIO DE NOMBRE RAQUEL CISNERO ALCANTARA, CON NUMERAL 2213653259   PARA QUE NOS PROPORCIONE, MAS DATOS DE LA PERSONA DESAPARECIDA ASI COMO, CONFIRMAR LA UBICACION PROPORCIONADA EN EL FOLIO, YA QUE LA UNIDAD NO ENCONTRABA LA CALLE REFERIDA,, ASI QUE LA PETICIONARIO TAMBIEN NO NOS SABIA, REFERIR BIEN LA UBICACION, SE PROCEDE A  HACER, BUSQUEDA POR EL MAPA DE  VECTORES LO QUE NOS DA, ESTAS COORDENADAS 19.115017, -98.223447, SE LE DA, DE CONOCIMIENTO A LA UNIDAD JA-010-POL. ROSALES, MARTINEZ DAVID-POL. VELAZCO GOMEZ HUGO, POR LO, QUE LA UNIDAD EN EL LUGAR NOS INDICA QUE SE, ENTREVISTA CON PETICIONARIA RAQUEL CISNERO, ALCANTARA NUMERAL 2213653259 QUE INDICA QUE SU, PAREJA DE NOMBRE LUIS FERNANDO PALOMINO MARTINEZ, DE 24 AÑOS DE EDAD SALIO DE SU DOMICILIO CALLE, ROSARIO CASTELLANO MANZANA 5 LOTE 1, SALIO A, COMPRAR ALGO APROXIMADAMENTE A LAS 20:00 HRS Y, CON ESTA HORA NO A REGRESADO, Y NO SABE NADA DE, EL, NOS PROPORCIONA CARACTERISTICAS QUE VESTIA DE, PLAYERA BLANCA, BERMUDA, EN SU MANO IZQUIERDA, CUENTA CON UN TATUAJE DE PAYASOS, ES TODO LO QUE, NOS INDICA EL PETICIONARIO, POR LO QUE LA UNIDAD, DA PASOS A SEGUIR A PETICIONARIO, LA UNIDAD, CONTINUA CON SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665802"" target=""_blank"">44665802</a>",19/04/2021,;CALLE SIRIO ESQ. CALLE 15,CONCEPCION LAS LAJAS/PUEBLA/PUEBLA,09:44:37,PERSONA AGRESIVA,"19.035377298944763, -98.23993678848673","[CELL], SOLICITA UNIDAD DE POLICIA POR UN INCONVENTIENTE, CON OTRA PERSONA, DESEA ENTREVISTARSE CON UNIDAD DE POLICIA, UNIDAD VP-505 ABORDO LOS ELEMENTOS POL. LUIS, ENRIQUE LÓPEZ HERNÁNDEZ / BEATRIZ JUÁREZ, HERNÁNDEZ, UNIDAD VP-505 ABORDO LOS ELEMENTOS POL. LUIS, ENRIQUE LÓPEZ HERNÁNDEZ / BEATRIZ JUÁREZ, HERNÁNDEZ AL LLEGAR AL PUNTO ME ENTREVISTO CON EL, PETICIONARIO DE NOMBRE JESÚS HERNÁNDEZ CALVA CON, NUMERAL  2215827195 EL CUAL INDICA SER EL VELADOR, DEL SALÓN JARDÍN REFIERE DE UN MASCULINO EL CUAL, LO AGREDE FÍSICAMENTE DÁNDOLE UN GOLPE EN EL, ROSTRO  SIN NINGÚN MOTIVO  ASÍ MISMO ME, ENTREVISTO CON LA OTRA PERSONA  DE NOMBRE EUGENIO, BRAVO PÉREZ CON NUMERAL  2223307297 EL CUAL NOS, COMENTA QUE SE TORNA AGRESIVO CON EL , YA QUE LO, ESTABA AGREDIENDO VERBALMENTE POR EL LUGAR DE, ESTACIONAMIENTO YA QUE IBA A DESCARGAR MERCANCÍA, Y ES COMO LLEGAN A LOS GOLPES  LLEGAN AUN ACUERDO, AMBAS PARTES  QUEDANDO  EL PUNTO SIN NOVEDAD ., UNIDAD CONTINUA SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665806"" target=""_blank"">44665806</a>",19/04/2021,; 5 PTE NUM 532 ESQ 7 SUR,PUEBLA CENTRO/PUEBLA/PUEBLA,09:45:14,ALLANAMIENTO DE MORADA,"19.045323801233025, -98.2036711019774","PET REPORTA QUE HAY 2 MASCULINOS ESTAN DENTRO DE, SU PROPIEDAD, ES UNA OBRA  DE CONSTRUCCION, TEL CEL OK, SE INFORMA A ENCARGADO DE ZONA 4 DE LA SSC PUEBLA, POR CANAL DE MANDOS, UNIDAD SSC-CH2 ABORDO POL PAEZ SANCHEZ JORGE, ARMANDO //POL. LEON GONZALEZ RUBEN, ENCAEGADO DE ZONA CH, INFROMA POLICÍA 3° 2568 ERNESTO AVENDAÑO GIRÓN DE, POLICIA ESTATL TURISTICA SE REALIZÓ BUSUQED AL, INTERIOR DEL LUGAR CONPERMISO DE PETICIONARIA,, ASI COMO LOCALES ALEDAÑOS AL INMIEBLE Y NEGATIVO, DE ENCONTRAR A MASCULINOS, EL LUGAR SIN, ALTERACION, LAS UNIDADES CONTINUA CON EL, RECORRIDO, UNIDAD SSC-CH2 ABORDO POL PAEZ SANCHEZ JORGE, ARMANDO //POL. LEON GONZALEZ RUBEN INFORMA LA, UNIDAD QUE AL ARRIBAR AL LUGAR YA SE ENCONTRABA, POLICIA ESTATAL TURISTICA NUMERO DE UNIDAD 1759 ,, SE ENTREVISTAN CON EL C. LUIS FELIPE GARCIA NO, PROPORCIONA NUMERAL QUIEN INDICA QUE UN VECINO SE, PERCATA QUE UNA PERSONA ESTABA AL INTERIOR DE UN, EDIFICIO EN CONSTRUCCION  SE REALIZA UNA BUSQUEDA, AL INTERIOR Y NEGATIVO DE ENCONTRAR A ALGUIEN,, TODO SE ENCUENTRA SIN ALTERACION Y SIN NOVEDAD LA, UNIDAD CONTINUA CON SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665826"" target=""_blank"">44665826</a>",19/04/2021,;CALLE 3 NORTE ESQ. 2 PTE,LIBERTAD/PUEBLA/PUEBLA,09:50:00,PERSONA SOSPECHOSA,"19.070600587188167, -98.23564527499553","REPORTA LE ROBARON SU CAMIONETA NISSAN XTRAIL, COLOR ARENA, NO SABE LAS PLACAS, PETICIONARIA EN CRISIS, SOLICITA UNIDAD DE POLICIA EN EL LUAGR, SE INFORMA A ENCARGADO DE ZONA 4 DE LA SSC PUEBLA, POR CANAL DE MANDOS, PE-1005, SE  LE  REGRESA  LA LLAMADA    A    PETICIONARIA, LETICIA CASTILLO  INDICA LOS   SUJETOS    LE, ROBAN    EN EL MERCADO  DE LA  LIBERTAD, INFORMA   VA   A SU  CASA       A  DOS  CALLES, SE  VA A  CON    REGIDOR       DE  NOMBRE   TOMAS, PEÑA     CON TEL  2224011043, NOMBRE   TOMAS   PEÑA    ESTAN  EN 47 NTE   1206, CON LA  AFECTA, INDICA   LLEGA  LA UNIDAD   VP-424, VIA CANAL DE MANDOS INFORMA COMANDANTE CON CLAVE, BETA 4, EN EL LUGAR CON PET, ACUDE SERVICIO MÉDICO DE URGENCIA UNIDAD A-3213, HÉCTOR LEÓN CID +2, DE LINEA 20 A LINEA 21 NO PERTENECEN A ESTE FOLIO, *************, *, +, SSC-019 YA EN EL LUGAR, SE DA CONOCIMIENTO A EXT 10110, PARA APOYO DE, UNIDAD DE AMBULANCIA, PARA VALORAR A LA FEM. CON, CRISIS NERVIOSA, UNIDAD VP-424/ GARCIA CARRETO JOAQUÍN / BERMUDEZ, VILLANUEVA JOSÉ DAVID, SOLICITAN APOYO DE AMBULANCIA EN 47 NTE 1206,, COL. AQUILES SERDAN, SE INFORMO A DESPACHO DE AMBULANCIA, LETICIA CASTRILLO CHÁVEZ 52A//IDX: PB CRISIS DE, ANSIEDAD, PX SE NIEGA AL TRASLADO, PETICIONARIO MARIA LUISA LETICIA CASTRILLO CHANES, INDICA LLEGA AL MERCADO DE LA LIBERTAD HA, REALIZAR COMPRAS Y AL SALIR DESPUES DE 30 MINUTOS, YA NO ENCUENTRASU CAMIIONETA NISSAN XTRAIL PLACAS, TYT4162 COLOR ARENA AL LUGAR SUMA UNIDAD 215 A, CARGO  KAREN MICHEL PEREZ CON UNO INDICA TIENE, CRISIS PERO ESTABLE TAMBIEN A LUGAR UNIDAD DE DAV, P-007 A ACARGO ERIC GONZALEZ MORENO SE INDICAN, PROCEDIMIENTOS A SEGUIR, 2DA LLAMADA MISMO NUMERO MENCIONA QUE SU VEHICULO, NO LO ROBARON LO DEJO ESTACIONADO EN OTRA PARTE Y, POR ERROR LO REPORTO COMO ROBADO, ESPERA LA UNIDAD DE POLICIA EN EL LUGAR, SE TRANS A EXT 10121, REPORTA LA UNIDAD PE- 1005 EN EL LUGAR SE, ENTREVISTA CON LA SRA. LETICIA CASTRILLO CHAVEZ, CEL-2223561932 MISMA QUE INDICA DEJA ESTACIONADO, SU VEHICULO TIPO NISSAN EXTRAIL DE COLOR ARENA, ESCASOS 30 MINUTOS CUANDO REGRESA YA NO LO, ENCONTRA PLACAS DE CIRCULACION TYT41612 SE LE, INDICA LOS PROCEDIMIENTOS A SEGUIR CONTINUANDO, CON SU RECORRIDO LA UNIDAD ESTATAL POSTERIORMENTE, REPORTA NEGATIVO DEL ROBO SU VEHICULO ESTABA, ESTACIONADO EN OTRO LUGAR NEGATIVO DE ROBO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665872"" target=""_blank"">44665872</a>",19/04/2021,; CARRTERA FED PUEBLA TEHUACAN A LA ALTURA DE ELKTRA,PLAZAS DE AMALUCAN/PUEBLA/PUEBLA,09:57:34,MITIN,"19.042276311971925, -98.14537860640962","PET REPORTA UNA MANIFESTACION EN ACTITUD, AGRESIVA  BLOQUEANDO AMBOS CARRILES, TEL CEL OK, EN EL LUGAR ELEMENTOS DE LA UNIDAD VP-319, REFIEREN APROX 50 PERSONAS REUINAS EN EL LUGAR, NEGATIVO DE QUE PROPORCIONEN DATOS, NO INDICAN LA, HORA EN LA QUE SE RETIRAN, REFERENTE A LAS OBRAS DEL MERCADO TIENEN TIENEN, CERRADO LOS CARRILES, SE DA CONOCIMIENTO VUA, SE INFORMA ASUPERVISION, VIA CANAL DE MANDOS A COMANDANTE TITAN PARA EL, APOYO DE UNIDAD DE TRANSITO, SEGUIMIENTO CON FOLIO 44665608, 11:16 CON ESTA HORA SE HABRE LA CIRCULACION Y SE, RETIRAN LOS MANIFESTANTES INFOEMA LA DTC103"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665876"" target=""_blank"">44665876</a>",19/04/2021,;CALLES EJIDO Y 3 DE MAYO,SAN BALTASAR CAMPECHE/PUEBLA/PUEBLA,09:57:59,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.015145045628177, -98.20456418848701","JA 006 A BORDO POL. JAIMEZ MORA LEONARDO //, MORALES AMARO ISRAEL COMPAÑERO LA UNIDAD DE TURNO, SALIENTE REQUIERE UN FOLIO PORFAVOR POR ROBO A, DOMICILIO EL AUXILIO LO PIDEN SOBRE RECORRIDO LAS, CALLES EJIDO Y 3 DE MAYO EN ESPERA DE MAS DATOS, GRACIAS, CONTINUACIÓN  ASUNTO:  SOLICITUD DE OTROS, SERVICIOS PUBLICOS  UBICACIÓN:  CALLE EJIDO Y 3, DE MAYO   INFORMA PERSONAL DE DAV: PARA, CONOCIMIENTO DEL MANDO EN RELACION AL APOYO, SOLICITADO POR SOLICITUD DE OTROS SERVICIOS, PÚBLICOS,  REGISTRADO CON NÚMERO DE FOLIO:, 44665876, SE INFORMA, SE ACUDE AL ÁREA JURÍDICA, DE ESTA SECRETARÍA, LUGAR EN EL QUE NOS, ENTREVISTAMOS CON EL C. JOSÉ LUIS ECHEVERRÍA, RODRÍGUEZ DE 55 AÑOS DE EDAD, QUIEN MANIFIESTA, QUE EN EL PRESENTE DÍA, AL ENCONTRASE FUERA DE SU, DOMICILIO, RECIBE UNA LLAMADA TELEFÓNICA DE UNA, DE SUS VECINAS, QUIEN LE HACE SABER QUE EN EL, INTERIOR DE SU VIVIENDA SE ENCONTRABAN VARIOS, SUJETOS SUSTRAYENDO OBJETOS DE ESTE, RAZÓN POR LA, QUE DE INMEDIATO SE TRASLADA AL LUGAR, Y A SU VEZ, SOLICITA EL APOYO DE LA UNIDAD JA-006 QUE SE, ENCONTRABA SOBRE RECORRIDO, AL MANDO EL OFL., MIGUEL ÁNGEL JUÁREZ MENES MÁS DOS, QUIENES LOGRAN, LA DETENCIÓN DE DOS PROBABLES RESPONSABLES., DEBIDO A LO ANTERIOR SE BRINDA ATENCIÓN, PSICOLÓGICA AL USUARIO, QUIEN SE PRESENTA EN, ADECUADAS CONDICIONES DE HIGIENE Y ALIÑO, PERSONAL, ORIENTADO EN SUS TRES ESFERAS MENTALES,, ESTADO DE CONCIENCIA ALERTA. DENOTANDO, FRUSTRACIÓN Y ENOJO.  FINALMENTE JURÍDICO, DETERMINA QUE A LOS PROBABLES RESPONSABLES LOS, PONDRÁN A DISPOSICIÓN DEL MINISTERIO PÚBLICO POR, EL DELITO DE ROBO A CASA HABITACIÓN., ULTERIORMENTE, Y EN COORDINACIÓN CON PRIMER, RESPONDIENTE, NOS HACE SABER QUE POR EL MOMENTO, NO REQUIERE MÁS APOYO DE ESTE DEPARTAMENTO, SIN, EMBARGO, CONTINUAMOS PENDIENTES EN CASO DE, NECESITAR MÁS DE DAV.  DEBIDO A LOS ANTERIORES Y, DADOS LOS HECHOS ACONTECIDOS, SE BRINDAN LOS, DATOS DE DAV PARA POSIBLES FUTURAS CONSULTAS., QUEDANDO PENDIENTES.  ATIENDE PSIC. ALMA MORALES,, CRIM. FERNANDA DÁVILA Y OFL. RODRIGO RODRÍGUEZ., DETENIDO NOMBRE : BETHZI GERALDINE PADILLA TORIJA, EDAD: 15 AÑOS ESCOLARIDAD: *SECUNDARIA FECHA DE, NACIMIENTO: 04-08-2005*  HIJOS: NO DIRECCIÓN:, PRIVADA B AQUILES SERDÁN COL SAN BALTAZAR, CAMPECHE TATUAJES: SI 3 OCUPACIÓN: TRABAJA, TALACHERIA ESTADO CIVIL: SOLTERA ESTATURA: 1.58, ORIGINARIO: PUEBLA  PANTALON CAMUFLAJEADO PLAYERA, ROSA Y CHAMARRA NEGRA DICTAMEN -044224 REMISIÓN, -257194  DETENIDO NOMBRE : DANIEL MADRID ROMERO, EDAD:  ESCOLARIDAD: PREPARATORIA FECHA DE, NACIMIENTO: 24-04-2005 HIJOS: NO DIRECCIÓN: LOMAS, DE SAN MIGUEL TATUAJES: NO OCUPACIÓN: OJALATERIA, ESTADO CIVIL: SOLTERO ESTATURA: 1.75 ORIGINARIO:, PUEBLA  PANTALON DE MEZCLILLA AZUL CON BLANCO, PLAYERA ROSA DICTAMEN 044226 REMISIÓN 257195, ++++++++++++++++++++++++++++++++++++++++ NOMBRE, DEL PETICIONARIO NOMBRE : JOSÉ LUIS ECHEVERRÍA, RODRÍGUEZ EDAD: 55 ESCOLARIDAD: PREPARATORIA, FECHA DE NACIMIENTO: 09-01-66  DIRECCIÓN: CALLE, LIBERTAD #5934 OCUPACIÓN: CARPINTERO ESTADO, CIVIL: SOLTERO LUGAR DE LOS HECHOS: CALLE EJIDO Y, 3 DE MAYO NÚMERO DE FOLIO: 44665876 ORIGINARIO:, PUEBLA     INDICA LA UNIDAD QUE SOBRE RECORRIDO, EL PETICIONARIO LES HACE SEÑAS CON LAS MANOS, INDICANDO QUE UNOS JOVENES LE HABIAN ROBADO EN SU, NEGOCIO DANDO CARACTERISTICAS DE LOS MISMOS Y A, APROXIMADAMENTE LA UNIDAD LOS VISUALIZA A 10, METROS DE DISTANCIA Y SE ACAERCAN PARA ASEGURAR A, LOS LOS DETENIDOS SON MENORES DE EDAD POR LO CUAL, ESTAN CASA DE JUSTICIA CON MP QUE RECIBE BONILLA, PEREZ JESUS  ."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44665911"" target=""_blank"">44665911</a>",19/04/2021,; CALLE PUEBLA Y DURANGO,15 DE SEPTIEMBRE/PUEBLA/PUEBLA,10:02:43,PERSONA AGRESIVA,"19.084591848370806, -98.12637594615886","PET REPORTA QUE HAY UN MASCULINO DROGADO AGRESIVO, , PLAYERA VERDE Y SHORTH, TEL CEL OK, UNIDAD JA-016 A BORDO DÍAZ MARTÍNEZ MARICELA Y, MORENO GONZÁLEZ BENJAMÍN., SE ENCUENTRA SIN NOVEDAD EL LUGAR, NO SE UBICA A, LA PERSONA REPORTADA CON LA VESTIMENTA, SE LE, RETORNA AL LLAMADA A PET, NO RESPONDE, SE RETIRA, LA UNIDAD DEL LUGAR."
